block_number,tx_hash,log_index,redeemer,collateralToken,parentCollectionId,conditionId,indexSets,payout
74999190,0x425e8949cd42c923116f25e1ba76dbb3ca537543c268efe60d684954a6e7e354,468,0x5dfff768077a046807e873ef4758a9bda6bd8ae3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x8d56032a70551b17890cf2b31d3ecbfae25e40a6ca48d60165bd0869b67ca74d,"[1, 2]",20604394
74999195,0xc5681895358618cdb833e88e88d83263473533283e564260aa5d8cb687983089,397,0x4c01b6793771e311ca55b6cde25f88e0bc1d5d1a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x2d1262c631910a24fb6bd0d561cf38688ef001c89c4b7aa374b9d5f1ff4a1367,"[1, 2]",0
74999195,0x44f7c37a7d456a6cdef95296888712344c7beaf61d43c8fa0060b4297b967f88,402,0xcb68976c88a3c5ba1e4a3e7d9b4bafa841d3b696,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999214,0x4c7d3cfa13988acb633118a25459e396cfce0fe744b248c523038d3a592206d4,352,0x39cf89755f4d6eadeab291d81204b69ca5d27a96,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x1c4eb9a65d05e085ef90e7c38fae761c53c16425f6bf0f710a1d125f07cc3869,"[1, 2]",1098900
74999214,0x4c7d3cfa13988acb633118a25459e396cfce0fe744b248c523038d3a592206d4,355,0x39cf89755f4d6eadeab291d81204b69ca5d27a96,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x948a7977c73463f28eacc81e62e120724f64fdb9f606a9b8f64a061477585823,"[1, 2]",1063816
74999214,0xf9731bd1aa47746cdba8abb062d6e8803cd555518f1c6595fc63b4c200a14ba8,369,0x94a16d28320dca00e581e19011e60c321dcfec2f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x35c96e5bedc1bf51ff54b357559233aa3eab489e0c30e645492596850d41d4bb,"[1, 2]",5048333332
74999216,0x847318dfac438643d400dbac2311516d4a5c632790c3369b2899b17d37132cfe,562,0x09cd49c3d1088097bd10c36d011effd774825d8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",7857140
74999216,0xbc4e44dfae044e423f1bf73bb2e5dfe84e1951f107b0effe053285eef8e9c024,582,0x514eefed46a51c90c8dccb6239e57a34eacc218a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x2e5a965168d57f81313d87c39b7d34e411af514c69ebb19ae6ae546bf5d1ec55,"[1, 2]",2022021
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,362,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x5d8122caa103a5f79d207a5401fbd1a70885ce04f4067e2963f29e8e5f22f94b,"[1, 2]",304499490
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,368,0xc77bc7c12cff77cd80de2d3377ce22aec3a6a526,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x315927e57e0246ccb27b0922032fd970efdae6534918cc47bc087e6ba95e0e67,"[1, 2]",203846151
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,372,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xa181d37c7a981cf3cadb63038ffd1a8fb47a8999f94a535013380f38147f9227,"[1, 2]",112029058
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,378,0xc77bc7c12cff77cd80de2d3377ce22aec3a6a526,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x374e4c81c03c006fbbe31dbe170e955e07dde0e11264238fbf034a0c698538da,"[1, 2]",95969350
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,381,0xc77bc7c12cff77cd80de2d3377ce22aec3a6a526,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x0bb0f1411eb7314656ede37b3cee77a7f4ec1d20dd364f1d8897a4e7ad9b658c,"[1, 2]",20125000
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,384,0xc77bc7c12cff77cd80de2d3377ce22aec3a6a526,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x1c3d16f9ae2f82444bd9ae491a2fe609d3e8e4187e580a82ed33d3f0a95f5c44,"[1, 2]",10000000
74999225,0x6f570301d5297051cc9c128946936d08f347feded3da28a12971fdbd7cb884d2,388,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xec800c832bcd12abfae95bcf68d67ad1d693b0a846061d0362a74710fb5bdfd8,"[1, 2]",5000000
74999226,0x218f943f42941fc2ee0ca5e98cb4bf917cbec0a33e462369c1cc0a8e60cd604a,227,0xfcd51f3bd4a9b74911e1c6458af028f5d03f5542,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb5715901456898430fc9c54a9d9913d7788c0325ab0e3cd4fa93aed3dffc3734,"[1, 2]",3335
74999226,0x218f943f42941fc2ee0ca5e98cb4bf917cbec0a33e462369c1cc0a8e60cd604a,229,0xfcd51f3bd4a9b74911e1c6458af028f5d03f5542,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x1b3ad1843cabbe44cebe6e2680a04b001f1e440613608fabef74179d7f4a5ccb,"[1, 2]",0
74999226,0x218f943f42941fc2ee0ca5e98cb4bf917cbec0a33e462369c1cc0a8e60cd604a,230,0xfcd51f3bd4a9b74911e1c6458af028f5d03f5542,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xca643f4b89dba74679842f9aa84bdc2f1edc112e460a5a9f22f3a89cdad07777,"[1, 2]",0
74999226,0x218f943f42941fc2ee0ca5e98cb4bf917cbec0a33e462369c1cc0a8e60cd604a,231,0xfcd51f3bd4a9b74911e1c6458af028f5d03f5542,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x510bd5bc666e8de4b51a20ef480022e17fc928c0f2d2bf02c7d8bfe5c00a9b54,"[1, 2]",0
74999226,0x218f943f42941fc2ee0ca5e98cb4bf917cbec0a33e462369c1cc0a8e60cd604a,232,0xfcd51f3bd4a9b74911e1c6458af028f5d03f5542,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x5f4994424d959871b69c22149dcc0fa5642d5b7c382d19af4a698b7966dab35b,"[1, 2]",0
74999227,0x1d8a408c7923ee8203d425a1404ce989480e8b06b4494b0a5eb72291e381ed15,348,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x64da0e20480daf8f7f3cc82347ad142f61a324604d494cac9aae25178f761d98,"[1, 2]",19138000
74999228,0x8d4907b2ee5054c5bc4b9616572a9c0ba3c939631acbc193c91802122c32b29b,230,0xf45e8ec6030ded1f299e27eb2b7e8deaecec8123,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999235,0x95fc4f4a23f98579a43c29adf9ca732df9d0449764f21c82323df20e93b678a6,1110,0x1dc9b0328515bac8924a58a9257490d0b0deff71,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x8d56032a70551b17890cf2b31d3ecbfae25e40a6ca48d60165bd0869b67ca74d,"[1, 2]",21538455
74999239,0x31e3c2421454742569c3e903e0f1b196b3babc02fa111e99383cd7145c1448d1,311,0x99363e36e380a44bcea0f4aac9576e013804415e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999250,0xb0ebe7d3fdabe654adf4d03881d4880aaaa86e503e770eb63b67bdcef1d842b0,591,0x3a7be55af28bac6f46dec46e1210e61f4d51a961,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",10618180
74999252,0x2654b6806b3b97ca3915eabb55172c6c40dd60fc0adff43ab63565d866a1003e,399,0x851129f5ec6c956ff128473bbb294c52e7424a6b,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x96826d3e11ab6165785bdc067ecfcca29eec6904a856f1b95906464551b23a9d,"[1, 2]",590000000
74999252,0x2654b6806b3b97ca3915eabb55172c6c40dd60fc0adff43ab63565d866a1003e,402,0x851129f5ec6c956ff128473bbb294c52e7424a6b,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf0a160802585360478eecd2db99a7484927ff0872b8a94376bc3d66ce7c44cb2,"[1, 2]",525000000
74999252,0x2654b6806b3b97ca3915eabb55172c6c40dd60fc0adff43ab63565d866a1003e,405,0x851129f5ec6c956ff128473bbb294c52e7424a6b,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x305c7c55d40f9664a429893cac8602ece3ab55d65c52000cd9c030182c5bd0ec,"[1, 2]",230000000
74999253,0x7f9b3bfb90a0ef3dde37a482d7fc760b48a8a91590afe140a374308f18080cfa,344,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xe6b9105d65f31b60f0d0516658e023dc3218eb74b230e4827ea9f80c457e3e89,"[1, 2]",427100000
74999255,0x0ad3b7e33c95a3234b64604445beeb9b0d7ac5966d6912a5d211aac800aafe05,183,0x476b0f069dc03644d1006ac912deb781d7b68a58,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc2a42aea477b136e79bb2fc1ac919c40794d0c821a538c3865a51cae764f7770,"[1, 2]",85000000
74999256,0x9e0aa5c1de8f8d2c7c33f8a1e8511061e3ffe4f1bdce976027969036786fffa2,325,0xe4fa0aa67206223fbda1722e85e2324eda2c64df,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x7f50492cc808a43374b4556d4f703a8c9b2b8e5b022d10afaae7e82c29c21c55,"[1, 2]",14394000
74999265,0x33a43f9b45c739651dea4e818b5f9649cf55d947d3785406ed6bc3baacee416c,199,0x6d58a305d0b27ef6c7924e9d1f01e0309adeb8a8,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x42778a940258503ee75e9107e65b6a0c3a09fb8db128d3fade3dd5ca3e658bf2,"[1, 2]",36363635
74999269,0x63d3fede46b5e520914032d6270b06446e02746c53ced4e537e1945f6e092c9f,560,0x9ac6b2d70c501f3ceae746eae3848eee9b9b0243,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999271,0xc85cd77d14d3bea4b1e2dd08f06f12102c0571a66ec21e37a34837d484c2c831,345,0x7a1dee0bafe9f7bda5a3f70523d848ecd3f45048,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x02ecadc1573b897e74b1150db0099005a678f863bc8cab793410e8eb9e962ad8,"[1, 2]",83280804
74999283,0x865e2219bcd4653a471d6068b1ba797870583203de3cd1dde72eb2a6a8e66222,388,0xddcea3bb4ae8e07db6a998081ebb8ab9bc9e7194,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x6e22975efe626a4836606ae6275fc27eaa61361509b53c838de0902b5e7e1255,"[1, 2]",15000000
74999285,0xda0ad72228fc7230cf907f303e4f182a53deeaadc2ef5368992681ae48faa697,241,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x308b6a4edf56bcc193480cf97de46c789eea1608414d039cec5dcf2b81386c6e,"[1, 2]",16655999
74999288,0xf8b28fb2dd61aa33f3e68c6f09a707f03dff9b02fcf662319a293d567fc057c4,548,0x4dfe574574d8beba6ca29a1060f6c413ad4c70ec,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x8d56032a70551b17890cf2b31d3ecbfae25e40a6ca48d60165bd0869b67ca74d,"[1, 2]",19131867
74999290,0x5c6266259c3830fda2a1fc2440e27dd17a2d3849714ddc34a7a8185b733a99ce,421,0x9013a4f8beae1313452ad79d01e458d195cf1b23,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",7781817
74999297,0xce9d267930db684ce64b589b4d4ae7344c861a6884e11af5425f2205ec2543a7,480,0x62876c471b3e5c2927c1c0f18bc906e46824783c,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x7dd67fddb1283f3a62618eeb980eec1af6cb2a380aa394b7ecb5fea15f1e8062,"[1, 2]",0
74999304,0x8c6dcde33b9068dfc10fe03b4a58d8540cfd530ea7035c55c66123ca016e5ae2,1029,0x8670a1d8ab6372a020f9e6db5dddef0125647c70,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc2a42aea477b136e79bb2fc1ac919c40794d0c821a538c3865a51cae764f7770,"[1, 2]",100000000
74999305,0x36980467d4f74de7260205eaab14c48cbaca841541eb79f366dff5fe3d5d9f2c,529,0xb485ae1bacd975cd61f0c2a9b8a5c53b2432b30e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",8589284
74999305,0x66625d8715a27eddcb283ad6cb0771ea2aadacb71dcf7fc2660fa6aa69ea656b,544,0x4e2b7ae28987c135a8b5674d66a0dc018c150738,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x2e5a965168d57f81313d87c39b7d34e411af514c69ebb19ae6ae546bf5d1ec55,"[1, 2]",12505000
74999307,0x3a98ab2200959aa11de920802ba4a71fef40ef9d2d1f3c4886f076c86dbdf8f3,380,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x335f3e691a875edcac5f1c555d7f699da5fbc006e6cc4f1168fe70bb49561b77,"[1, 2]",12002000
74999314,0xcbe18783e668548394907318e3750f5c5d5d6323a4d01ef387a20c21971a105a,277,0x54e7767240cd6f74b4f934676a4dddb82f22e35f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x0e8ac3dfb348498742c84c239d6e2748ddfb3baf9d34315307122b9e7967264f,"[1, 2]",330000000
74999320,0x30cdd1e6c18cbc2f8b6cacea8aa3eb4f360ced9c274de428de69e76ddd701822,389,0x107577bdb52e9fb47fad17ec51e8b7404131b8f5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",12267856
74999323,0xe8cd50a466eb36a328495876f93ca58b5172e461c3cea4ce5c85caca9c91231e,333,0x68afa517ef2b4acd13e7b84fd1fa62d10b82e8a4,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x31758b7b089335eb627bb63bd962f3b87d5ad23db77fdee4da1dbe531473f378,"[1, 2]",0
74999326,0x224edd95e4f386b4e7fd4d30fafb36eca56e161b3066e932d403e9b02c45123f,372,0x8e86f72faf203e428d12300c6b251690b8497932,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc2a42aea477b136e79bb2fc1ac919c40794d0c821a538c3865a51cae764f7770,"[1, 2]",240000000
74999327,0xc10d61f2b3df932ec88bb34d6309e41b18bf0f401d7f48784cf90f04b27eacad,396,0x6bf4155d535b9afcbd51f3c2bb64d60c0d8c6fca,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x03c6e3ef70897e3dbd88b4e17def08fbd44f79fe4656a25c169308a2f55d4002,"[1, 2]",12615000
74999329,0xdd3218c930f4a74d6e882b0d6c61997c5a8faa8975c568c7fb25a7f534e7740e,247,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x64da0e20480daf8f7f3cc82347ad142f61a324604d494cac9aae25178f761d98,"[1, 2]",17207000
74999331,0x0fdc2b0e34203c644b0aec2620dc284f0483349d683514b0f4cec5714e8056fc,543,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x9802fd7af7fc51504a68de0517e366200d30ebd27560b7033f3018b946eb7fc5,"[1, 2]",0
74999331,0xb4d11a806e062ee282ec6a6b76c862776a2f4d25201516aa14fd90915713076e,547,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x9802fd7af7fc51504a68de0517e366200d30ebd27560b7033f3018b946eb7fc5,"[1, 2]",560136727
74999334,0x38cb50b01fd71972e8bf4c4d0171109b027088389fd233aee1ad0bd1473dd656,324,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf252179ed263a1db4bc8a5fecff6595b047c5654c5f8e55db3d0c191c6ac469e,"[1, 2]",0
74999335,0x74183063392c91f9b79a964435ff4e595d5f88d01069ec7a08972b963e5a2d9d,263,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x558cff8e0cab54e849f9971c07dff2a8dcb23394760221417b7b451d065f2e96,"[1, 2]",237603945
74999337,0xddd16d4be32bb517bdd58843f6fdbcba6e5f0d8df77c97c71dea3a242d319606,289,0x38c04f5d0de0ec7d27c136cb3ef59486b5a272f3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",6839284
74999338,0x08a176287e685cdadf20fd767ad2cb343a1e6e37b0290b7ef8fd96eed5d4f7c0,384,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x558cff8e0cab54e849f9971c07dff2a8dcb23394760221417b7b451d065f2e96,"[1, 2]",0
74999338,0xc962c7be3c314d49ba210fa9d3fe235b64be4de0fca6dc843aac28f1cb235cb1,389,0xee1a05e16a0b9bc362f573477e648396f33181b1,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf252179ed263a1db4bc8a5fecff6595b047c5654c5f8e55db3d0c191c6ac469e,"[1, 2]",57567926
74999339,0x19f3a6557f6322820e6ae043607473dcbaa13947b79e48adcf2863a9759ba9fc,212,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf252179ed263a1db4bc8a5fecff6595b047c5654c5f8e55db3d0c191c6ac469e,"[1, 2]",0
74999339,0x3bc0a47f29cef658ea5a9e68dd369cb45cc4102fcdeeaa3f3dc465ae9aad22ac,252,0x5f330575e8a69f81f6a0fc3d4402ff1e6366d1d5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x558cff8e0cab54e849f9971c07dff2a8dcb23394760221417b7b451d065f2e96,"[1, 2]",20000000
74999340,0xaeb7d3bc087d5202ea60d334010e505f4af47f03958cef83a6f7d25d32e95e4d,1313,0x98588b52a2455d7caf0150119dc46bd1f243771f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x8d56032a70551b17890cf2b31d3ecbfae25e40a6ca48d60165bd0869b67ca74d,"[1, 2]",20219779
74999342,0xdd256e8d1ceba11d96467033ef8238d2935fe57a605d7d0cd50d860f3203d263,322,0xa31ae2f02b257b234d8c773ecec21b73f17c2036,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x69cc1a7fd27a8da550b2f6fb78d41f1b0379ca729579fffed397e41a4ef86cba,"[1, 2]",0
74999342,0x963dee345ef2393c3faf82000df20b43f9bc8ebd6f61e59b730545a86c815a2d,324,0xa31ae2f02b257b234d8c773ecec21b73f17c2036,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x69cc1a7fd27a8da550b2f6fb78d41f1b0379ca729579fffed397e41a4ef86cba,"[1, 2]",0
74999343,0x23856d06b19d7e31868f840f82b90e20a9a8a982c8dcad222547a419b099707e,10,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x69cc1a7fd27a8da550b2f6fb78d41f1b0379ca729579fffed397e41a4ef86cba,"[1, 2]",46000000
74999346,0x19641ec6a9e2f7e81356ce6058ebbb81723ec2747c0e355b28b126c9d234bf2f,321,0xb33bd03540ec6ae481f6f29cfad109e06c24547a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x356087ab1b6a1bbe8c516158e8c46cf6d2f71b0202c227bc380b50f51da321af,"[1, 2]",2000000000
74999346,0x19641ec6a9e2f7e81356ce6058ebbb81723ec2747c0e355b28b126c9d234bf2f,324,0xb33bd03540ec6ae481f6f29cfad109e06c24547a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xfdd8f3f1dee6536e3319609f2adbca86990604e6357e7fb50b567814babaf996,"[1, 2]",437220000
74999346,0x29748549cdaa258c9c1621406f2fbedb044e46c7351e966f304286309af645b5,424,0x2720bce23635e441773fae557bc43b4a0aa23942,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa7f20c1155e62e78cc2854d92b08e2dcb6985bc99f404f9c3dda07d5aaeee0e2,"[1, 2]",1282800
74999349,0xa4aef77c3d97a3fded918f423a5f2ac954e8cedebcd4989c5e25505404be3939,454,0x096ef349045692fbacadf4f51e76d58c5aef460a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999351,0x315f833568ffbcf3b58911be3a9173a42a508c14face6c1e8a6c38b94b3516f8,348,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x69cc1a7fd27a8da550b2f6fb78d41f1b0379ca729579fffed397e41a4ef86cba,"[1, 2]",0
74999352,0x1eef68fbb187808616aa6f9af61248a5c263b623b60b36b9a4334460ab70d1e5,308,0x1bcf7ab719b0d8b5fda587e6893c160eb78e0e7d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x9802fd7af7fc51504a68de0517e366200d30ebd27560b7033f3018b946eb7fc5,[2],26100554
74999353,0x5fdbddf2810d6eb98ebf5e4a315509f2217f4c0e4510936e29a134264317e65e,643,0x4193c99e939f8074618e0fb19745681bfef3a917,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf252179ed263a1db4bc8a5fecff6595b047c5654c5f8e55db3d0c191c6ac469e,"[1, 2]",13587259
74999353,0x5fdbddf2810d6eb98ebf5e4a315509f2217f4c0e4510936e29a134264317e65e,646,0x4193c99e939f8074618e0fb19745681bfef3a917,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x9802fd7af7fc51504a68de0517e366200d30ebd27560b7033f3018b946eb7fc5,"[1, 2]",5555553
74999356,0x2aca0f3fd0f101be79a4453cb648ca59c7ef87528e0c2a32bccec0dbaec18e50,1192,0xc9567ee2218aacc8c71ec6b2a1de7405b4d8c14d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x5478d3d734859ceb37ddd30bfc0dec4eafe3502067848e762f8fab36e8b8b52a,"[1, 2]",2564101
74999357,0x93ec6b26c80fc2c7bf1c1cb05c1852ebb138d7068044b7b2efcfd995d29b719a,453,0xa31ae2f02b257b234d8c773ecec21b73f17c2036,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x69cc1a7fd27a8da550b2f6fb78d41f1b0379ca729579fffed397e41a4ef86cba,"[1, 2]",0
74999360,0xe6c79ae788fce9e47cf55f7686fef7c01c15a6f2b26c4bb07bbeb77fdda684f5,1329,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x0281dae553875b5e9fc8a2b55677aeaf5506d6cd822672e476baa038996b1be8,"[1, 2]",0
