block_number,tx_hash,log_index,stakeholder,collateralToken,parentCollectionId,conditionId,partition,amount
74990127,0xb29c2c4cde09d30e99a92994b10e9a3feb87cb35fe507b434895551c10257509,551,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",250000000
74990127,0x8bb0b5bf6d962c057f58eceb84fb9d70975102df81499e1338871da042ad9d20,565,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",240000000
74990127,0x0abdf2ca6eef8cc01806590530f48bca8c8326d49eea7c20fb07527fa0dac45e,579,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",423000000
74990128,0xecbfbfd1858b60c7313e065643681223c9e90830f1e47f11a91b4c6e2fbe6e8c,999,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",40000000
74990128,0xa6702307507d72bda67553fa4aeff59ac615b8a00559cfbe39fb0d0be70ae7a0,1013,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",377290000
74990128,0x2986f7c9cf6c98e66bd4f04aeef1249adbc33b3b78186bffdedc9cdb6793df14,1027,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeb03251626f9116f2643a8a2134f44715b57e20d2806fec3654ca03e50ed8ae1,"[1, 2]",24000000
74990128,0x2758c844af4663d986df826c1ae2e545d55620ae7cf7f927736707ced2bcc985,1041,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8ce35197533cbb402ebb72232069c1fb2d17a690868fbed40c875d285d84776,"[1, 2]",4010000000
74990128,0x9bab6e22caa3d97e0c52df981e68d2def04cc32704dfc54dd1cdcfe53d20cbc2,1062,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x00e5541395e83ad4f9c433f756c6d4ea6540d05580482f101ead553339dc65e2,"[1, 2]",10000000
74990128,0x45b98915cbdc30086465f1bc1695b047492cfa90e27624e92ea6013cd379f44f,1078,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8ce35197533cbb402ebb72232069c1fb2d17a690868fbed40c875d285d84776,"[1, 2]",10000000
74990128,0x5924e2212d29894d8d7a3877e106acdaeee3ebfbea23940c2a4eeca0fd4af0d1,1092,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8ce35197533cbb402ebb72232069c1fb2d17a690868fbed40c875d285d84776,"[1, 2]",67690700
74990128,0xf1ed78f2af181803acedaad81f8effb69338056a12057a28cd508314833b37fb,1110,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990128,0x9966f4a28f49e5f506daa1f31e5ece585f85bd4c7f6a3995aeb371a07d7e5696,1126,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8ce35197533cbb402ebb72232069c1fb2d17a690868fbed40c875d285d84776,"[1, 2]",67690700
74990128,0xdcd14e45b5cf8d7125ee8cc8c01bdf984f90671f02df4c84f8de0235a4dc17f4,1140,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf051870a08baced57eda3fb394cedb7ae5d884752a2c65cef3ed39e7735ae869,"[1, 2]",17300000
74990128,0x08106503d3ad15889b623e85695c5c264f2b581b37e530b927ec183bea33e810,1154,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x35c96e5bedc1bf51ff54b357559233aa3eab489e0c30e645492596850d41d4bb,"[1, 2]",100000000
74990128,0x08106503d3ad15889b623e85695c5c264f2b581b37e530b927ec183bea33e810,1162,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x35c96e5bedc1bf51ff54b357559233aa3eab489e0c30e645492596850d41d4bb,"[1, 2]",160000000
74990129,0x133247f03ef8c4b48f545572127f94bf9e51faa904e15172ec103f24bba0aa18,608,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf051870a08baced57eda3fb394cedb7ae5d884752a2c65cef3ed39e7735ae869,"[1, 2]",28310000
74990129,0x0ea752e1117aafd851602f4574586bbcf0cc3ad0ac21bb52bcab0457b0d8948b,622,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8ce35197533cbb402ebb72232069c1fb2d17a690868fbed40c875d285d84776,"[1, 2]",67690700
74990129,0xdd8ac5deabed2ab776be221658d9c69b64430a9d880df722f82bc6f8f07939b4,649,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990130,0x60939ef5db733e3f5d38974174f7938c3317c0dbf42f233e72b9c10777dd0a0a,456,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",40000000
74990131,0xbc985ab311fb12fd9abaf12018b8571636836aaf40031cb67a899a8acbf96fd3,529,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x7b3bb68608cef11c230310192eee057b2ca734305edf2d0a21bb5f817c40cc2c,"[1, 2]",34950555
74990132,0xd627d18b3884a29f99a6abb78a40a770dfd0a16c2c16459df01c97386c350e11,375,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990132,0xd40ea3cfb3edcc3bb67b8b2f84584f76224496a0e31fe98a936177f10f62f2aa,400,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa430ea29c47642442c9479da0dc7b92cee103dccdad45656010080bc5a9e769b,"[1, 2]",34950555
74990133,0x2b0427cc08cd413abe8f3d59dbffdc97050ca47abd763419e94516aaaf786179,600,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x129f53053bf21bdf34406a989d43cf8171edb98ec0fca411d7d2f6442e186e17,"[1, 2]",3703702
74990133,0xa203c4eee8846a4bad7e1ac02698958c3c1e059bc3d4afdcd968afd04d222526,616,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc51d48b32a405793f0e7807edcc3027b69d3a34c116466ff081ad5402fb34f72,"[1, 2]",3033000000
74990133,0x0d1268dacc2e5ca9f10aaf01eca4e945a510fc17887594a55fdbe27bbaaf9cc5,630,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x0c4823aafbe6bf931478b1fe3b30a1437663233e22b4492aebe7b0ac457623e5,"[1, 2]",34950555
74990134,0x353769d17baea8f867e749b933e96ee9e9ae8a7ab242a5d7e3a5873b750d1da7,495,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x07765790775e001e7fc7ba31dc82954e989ba6ae713fe37340964f34b25d5752,"[1, 2]",34950555
74990135,0xa65c184ed14fad5bcb85e6bd014abf3def94e0b5730b2f42b1f1f07f091617be,510,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990135,0x3bc1e0a3ba846e675e10583cbc318d37470b730f97ec8330aabb0ed6f8fbd6c6,544,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xe8eb3fc0b83a689f164b8a38fa2e88316bdadb3a13e72b4eeab8074b00af5e33,"[1, 2]",34950555
74990136,0x4726adfba15d3973bde8873598a6e460f6a7ddb5beab2410efb870224fc5db61,477,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x21c48b3fc19c56b9d3da77a9717fdc55b21e0f109d361bbb7b1b39b0948cf0cd,"[1, 2]",47780000
74990136,0xe4dd865cf6938a71d13c936dd37053342de867f01a27d751a930f81452deff3d,697,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x06b598a3e9ca0a0d3ae6b2c212b5c72074ff1a01228ec6c96e68406248792f19,"[1, 2]",34950555
74990137,0xb062ebc8ba335fdfcaad1c5d451d8c198b4fa8963d27560f8ef2312d12044c69,1110,0xb6c6271ca430f29bfd70ccb70b803cff122a043d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x7dee0687effec3886b287dbc11aa37451ed5044b52fe43f07c8e0bd17b0f356c,"[1, 2]",34950555
74990138,0xe1513fcf751b02166b6bd81f029a0224838a98234a24b99dfae7d3c6858eca44,514,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990138,0x68a1046affc4d13c5da619edd8f7bcb157f42fee406e70c63bf4c8d6ed9f4492,539,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990142,0x60a59baf16a439741b62fa47fc87595ce774b67b7c7992ef06fb9b5710824f07,438,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990142,0x55a357943a4975df71dce5d4e92b64648d1bac326332b39bd4fdd6ea4ed83adf,454,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",50000000
74990143,0xc949315622cf5823ae769a75b56a08dbbe84116054446da26701f2fd7ba37983,525,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7f8a72c3bdf794a7439e78a7e163a754da77a079be5c4f87148562b3b71437f,"[1, 2]",20000000
74990144,0x5bcfdb89c7a3abb4c2d19d292c4b747936e0b355d0eb73395e38c62ba3a429f3,1404,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",40000000
74990144,0x5bcfdb89c7a3abb4c2d19d292c4b747936e0b355d0eb73395e38c62ba3a429f3,1412,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",40000000
74990144,0x5bcfdb89c7a3abb4c2d19d292c4b747936e0b355d0eb73395e38c62ba3a429f3,1420,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",40000000
74990144,0x5bcfdb89c7a3abb4c2d19d292c4b747936e0b355d0eb73395e38c62ba3a429f3,1428,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",40000000
74990145,0x566bf04ea0028327ace033085f0d948ad135b7e1b5ac811b2dfaa87234c39480,378,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",4946228
74990145,0xca1771e85403693319dde8a4d1d2aefbab8079e285f59ec594b016e1ccc1e320,392,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeb03251626f9116f2643a8a2134f44715b57e20d2806fec3654ca03e50ed8ae1,"[1, 2]",5150000
74990145,0xca1771e85403693319dde8a4d1d2aefbab8079e285f59ec594b016e1ccc1e320,400,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeb03251626f9116f2643a8a2134f44715b57e20d2806fec3654ca03e50ed8ae1,"[1, 2]",16791175
74990146,0x899cd56ebc47e3261485dae5e2209d5288ac30f78d8d7061e596d2e2c0d0f592,490,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",21505371
74990146,0xdf4c618c8dac44776711cdaa6273025dc5fa0282f54643fe354d1c00d18ecf38,508,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x2066e5a8db1bbc513eb22d4eb0f96638dd1fefbcc89d645bf6c859d790c4b276,"[1, 2]",5000000
74990146,0xdf4c618c8dac44776711cdaa6273025dc5fa0282f54643fe354d1c00d18ecf38,522,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x2066e5a8db1bbc513eb22d4eb0f96638dd1fefbcc89d645bf6c859d790c4b276,"[1, 2]",13181817
74990147,0x8ba8c3e9cd1fc675842762e2ed88d748c0324c603f6959a27720f253cc82aea3,449,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeb03251626f9116f2643a8a2134f44715b57e20d2806fec3654ca03e50ed8ae1,"[1, 2]",17000000
74990147,0x379ff005634e4bf0eecc76cd8cbafc45b6ba3192111ce7391b8edfcc23cfecc0,463,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",2000000
74990148,0xa13c375fbd74f541ca45dd794b0c735ac3c46da8b19a8ff701fe0b9ec26f1d3b,537,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",6230000
74990148,0xa13c375fbd74f541ca45dd794b0c735ac3c46da8b19a8ff701fe0b9ec26f1d3b,545,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",10000000
74990148,0xa13c375fbd74f541ca45dd794b0c735ac3c46da8b19a8ff701fe0b9ec26f1d3b,553,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",8770000
74990148,0x2ab82cc03a6f9cd6f7aaf6c04efd1c0436111b537fc0905112c3ec004b0eb483,584,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",1230000
74990148,0x2ab82cc03a6f9cd6f7aaf6c04efd1c0436111b537fc0905112c3ec004b0eb483,592,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",10000000
74990148,0x2ab82cc03a6f9cd6f7aaf6c04efd1c0436111b537fc0905112c3ec004b0eb483,600,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",13770000
74990149,0x758408f3e724414bb4307f3abd18a29410f9463f9f00218a61ec2aa248e56107,487,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990149,0x19784be8d682ee027e9db85cbb4541dbf0735f5803ac3c294763c82057b1ae89,501,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990150,0xa8a1edb5ba7855220bd16a6459fd55eb1580984f23d3d32fa43b7876b7b7d4ce,521,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990151,0x1b3c22b9deee6971ae46db02f4a3b7227451a8f961f572371a2030a40d4bf95d,428,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990151,0xd83a17cd7ad27d5932d333fd9d34ad97a2743587cb6d091136a48a6daf15b07e,442,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990152,0xb713322e81fb5cc54329194a9ad8f08c33285a3f3d82cdc58682b21f64d2e9f2,524,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xae70ab9bf1c3726fe430a2ba8b517697ae24e0f0ab554b876a5b521153068882,"[1, 2]",284650000
74990152,0xf93b8ffa3f6a18b1cd91f210ac3821f0ca6130394de2c05473d40c092b543954,567,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990152,0xe1ae4724d70dd990f53747c780bd05f8132c3d27ad3b5091c25add81a436a5db,581,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeb03251626f9116f2643a8a2134f44715b57e20d2806fec3654ca03e50ed8ae1,"[1, 2]",12000000
74990152,0x5609d8c08115428d50872bf18391137ce04c4e1ff89189de0c4e6985c1989bf2,595,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990153,0x2456ff9dcd2983de9a2dbd85fc006a228a883f7692829b07d2d9996527b46969,674,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,"[1, 2]",40000000
74990153,0x2f3c6c86e3baa5cd6069e071e124e8ae0bbaefcc684102a8bdcebfe81e9ec6e5,690,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990153,0x1a929b6b4c9e96c3491f6a4681219d8b36b9134032db70255145ba7a6fff03f6,708,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x2066e5a8db1bbc513eb22d4eb0f96638dd1fefbcc89d645bf6c859d790c4b276,"[1, 2]",6000000
74990154,0x8a854cdf2286778df96743283f2f09515d2adb39f47777f24939b2ec77704d31,454,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990154,0xd0c3c3da77cd6580a0b1e22f39113f28087251e3dcef7762b039d57edb36898d,483,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990154,0x25d9011fa986e3ae27b48867c5b0dcae2ba119f9effa7408acbf7f7815a6e7aa,497,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",9375000
74990155,0x5b3af275debb04b8783fedf783bef18cfadc5e4fb93bd57c59279e7833b369ff,499,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",25000000
74990155,0x9df9273a4b7983dd994162157a2869fbdec7cf41e43c929155653fc3852b6ed3,513,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xea7fd8b8f32e60b576cf0523c98030008b27b889dc6696e665e39a4a8f1a2f52,"[1, 2]",25000000
